seriesId,platformId,platformUrl
1ef30d40-c428-67b6-b5d1-290955256ee0,11,https://www.sky.com/watch/sky-go/all?uuid=c184a161-b4d0-4219-a8ab-7196962eb508&videoId=9782953
1ef30d40-c428-67b6-b5d1-290955256ee0,20,https://watch.amazon.co.uk/detail?gti=amzn1.dv.gti.e4a9f67f-1ada-251f-657e-74bfc6bd0e9e
1ef30d40-c428-67b6-b5d1-290955256ee0,21,https://uktvplay.co.uk/shows/mad-men/watch-online/6336618799112
1ef30d40-c428-67b6-b5d1-290955256ee0,18,https://watch.amazon.co.uk/detail?gti=amzn1.dv.gti.2f98c0b6-d5b3-4bd8-8a55-bc52be09302a
1ef30d40-c428-67b6-b5d1-290955256ee0,4,https://tv.apple.com/gb/show/mad-men/umc.cmc.260bmp43ucaq656rs0tw6aioj?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12
1ef30d40-c428-67b6-b5d1-290955256ee0,3,https://watch.amazon.co.uk/detail?gti=amzn1.dv.gti.8ea9f68c-de9a-628f-3795-9e44a0006f35
1ef30d40-c428-67b6-b5d1-290955256ee0,6,https://www.microsoft.com/en-gb/p/series-1/8d6kgwzkj0cq
1ef30d40-d2db-6157-9402-953b8a60c23d,7,http://www.channel4.com/programmes/the-west-wing/on-demand/24663-001
1ef30d40-d2db-6157-9402-953b8a60c23d,11,https://www.sky.com/watch/sky-go/all?uuid=1b1ed392-c479-4e73-9d17-2572dc42f892&videoId=9635644
1ef30d40-d2db-6157-9402-953b8a60c23d,3,https://watch.amazon.co.uk/detail?gti=amzn1.dv.gti.52a9f675-c0b5-e149-87c7-8e784ecc92d3
1ef30d40-d2db-6157-9402-953b8a60c23d,4,https://tv.apple.com/gb/show/the-west-wing/umc.cmc.6hflo28r5ubzod2qfebs0dowf?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12
1ef30d40-f268-6336-9c71-e1446bc2df24,1,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fmodern-family%2F6p2yzz9mh8Kp&subId3=justappsvod
1ef30d40-f268-6336-9c71-e1446bc2df24,4,https://tv.apple.com/gb/show/modern-family/umc.cmc.cmw0vccgg7hpwfa3wgvvu5q0?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12
1ef30d40-f268-6336-9c71-e1446bc2df24,3,https://watch.amazon.co.uk/detail?gti=amzn1.dv.gti.9ea9f686-660e-ecfa-df3f-e43ce3da94db
1ef30d40-f268-6336-9c71-e1446bc2df24,5,https://www.skystore.com/product/modern-family-season-1/28e1e814-f570-433f-b031-3fa3eb2819a0
1ef30d40-f268-6336-9c71-e1446bc2df24,12,https://www.rakuten.tv/uk/tv_shows/modern-family
1ef30d40-f268-6336-9c71-e1446bc2df24,7,http://www.channel4.com/programmes/modern-family/on-demand/74642-017
1ef30d40-f268-6336-9c71-e1446bc2df24,6,https://www.microsoft.com/en-gb/p/series-1/8d6kgwxmzfsv
1ef30d41-02af-69a2-9609-6fe277d63661,11,https://www.sky.com/watch/sky-go/all?uuid=d2fc094e-a07f-4b1d-8224-8714d4a3d99b&videoId=6698629
1ef30d41-02af-69a2-9609-6fe277d63661,12,https://www.rakuten.tv/uk/tv_shows/the-wire
1ef30d41-02af-69a2-9609-6fe277d63661,2,https://www.nowtv.com/watch/the-wire/9eaa6815beb95510VgnVCM1000000b43150a____/seasons/1/episodes/1/A5EK65Bcwd6MaxdfV4p4f
